1代 码 名 称 大小 评价 人气 上载时间 
[随书类]vc++6实践与提高[visualc]  117Mb ★★★★★ 180 2005-3-23 
[界面类] 自动靠边的窗口(带讲解)[visualc]  27Kb ★★★ 64 2004-11-12 
[界面类] 著名界面库原程序[visualc]  270Kb ★★★ 197 2004-11-12 
[界面类] 制作出想IE的按钮[visualc]  10Kb ★★★ 34 2004-11-12 
[界面类] 在子窗口中使用停靠工具条[visualc]  25Kb ★★★ 27 2004-11-12 
[界面类] 在多文档应用程序的状态条中加入子窗口的列[visualc]  69Kb ★★★ 27 2004-11-12 
[界面类] 在DOCVIEW中实现全屏幕显示[visualc]  24Kb ★★★ 33 2004-11-12 
[界面类] 一个简化GDI写法的程序[visualc]  16Kb ★★★ 25 2004-11-12 
[界面类] 一个多文档浏览器(带有编程思路讲解)[visualc]  66Kb ★★★ 72 2004-11-12 
[界面类] 图形菜单[visualc]  170Kb ★★★ 61 2004-11-12 
[界面类] 图形菜单，并且可以在菜单上添加窗口[visualc]  48Kb ★★★ 49 2004-11-12 
[界面类] 提供各种高级界面窗口的基类[visualc]  268Kb ★★★ 83 2004-11-12 
[界面类] 使用位图资源的图形菜单[visualc]  71Kb ★★★ 30 2004-11-12 
[界面类] 屏幕小精灵原程序[visualc]  146Kb ★★★ 39 2004-11-12 
17代 码 名 称 大小 评价 人气 上载时间 
[界面类] 屏幕放大器[visualc]  117Kb ★★★ 31 2004-11-12 
[界面类] 屏幕打印程序[visualc]  137Kb ★★★ 32 2004-11-12 
[界面类] 屏幕保护程序[visualc]  37Kb ★★★ 48 2004-11-12 
[界面类] 多层框架窗口[visualc]  19Kb ★★★ 33 2004-11-12 
[界面类] 创建不在任务条中显示窗口按钮的应用程序[visualc]  19Kb ★★★ 30 2004-11-12 
[界面类] TabView_具有TabCtrl类似功[visualc]  33Kb ★★★ 30 2004-11-12 
[界面类] simple_browser_1.0图片[visualc]  600Kb ★★★ 21 2004-11-12 
[界面类] Outlook风格的界面效果[visualc]  145Kb ★★★ 49 2004-11-12 
[界面类] Outlook风格的PagePage选择[visualc]  147Kb ★★★ 18 2004-11-12 
[界面类] MFC扩展界面库,_使用Visual_C[visualc]  93Kb ★★★ 47 2004-11-12 
[界面类] IE4.0风格的界面效果[visualc]  228Kb ★★★ 29 2004-11-12 
[界面类] DevStudio风格的界面效果[visualc]  254Kb ★★★ 31 2004-11-12 
[图形图象] 直方图修正和彩色变换[visualc]  31Kb ★★★ 70 2004-11-12 
[图形图象] 这是一个关于用位图隐藏文件的程序，最多可[visualc]  162Kb ★★★ 41 2004-11-12 
[图形图象] 一个很好的_32位_DIB_图形类[visualc]  482Kb ★★★ 46 2004-11-12 
[图形图象] 详细讲解如何在窗口中绘图的例子[visualc]  167Kb ★★★ 93 2004-11-12 
[图形图象] 为窗口添加背景图[visualc]  14Kb ★★★ 63 2004-11-12 
[图形图象] 图象腐蚀，膨胀，细化算法[visualc]  17Kb ★★★ 59 2004-11-12 
[图形图象] 图象的检测，模板匹配算法代码[visualc]  24Kb ★★★ 60 2004-11-12 
[图形图象] 图表绘制类，支持柱状图，饼图，折线图[visualc]  115Kb ★★★ 73 2004-11-12 
18代 码 名 称 大小 评价 人气 上载时间 
[图形图象] 实现图象平滑（去噪声），锐化算法的源代码[visualc]  25Kb ★★★ 84 2004-11-12 
[图形图象] 实现图案化和抖动技术，以及bmp2txt[visualc]  25Kb ★★★ 44 2004-11-12 
[图形图象] 利用过滤方式实现位图平滑缩放[visualc]  5Kb ★★★ 65 2004-11-12 
[图形图象] 利用MFC开发的OpenGL开发包[visualc]  480Kb ★★★ 89 2004-11-12 
[图形图象] 可以显示Meta图形的类[visualc]  27Kb ★★★ 31 2004-11-12 
[图形图象] 经过包装的OpenGL类[visualc]  23Kb ★★★ 48 2004-11-12 
[图形图象] 将_24Bit_BMP_图形转为_TXT[visualc]  14Kb ★★★ 48 2004-11-12 
[图形图象] 根据定义好的格式进行绘图[visualc]  26Kb ★★★ 50 2004-11-12 
[图形图象] 高质量图片旋转[visualc]  22Kb ★★★ 67 2004-11-12 
[图形图象] 此代码实现了图象的平移,旋转,镜像,转置[visualc]  31Kb ★★★ 113 2004-11-12 
[图形图象] 操纵JPEG图形文件的开发包[visualc]  388Kb ★★★ 86 2004-11-12 
[图形图象] 边沿检测与提取，轮廓跟踪的图象算法[visualc]  33Kb ★★★ 114 2004-11-12 
[图形图象] rotate_dc_src[visualc]  22Kb ★★★ 20 2004-11-12 
[图形图象] pcxview_src[visualc]  15Kb ★★★ 19 2004-11-12 
[图形图象] bmp_proc[visualc]  72Kb ★★★ 31 2004-11-12 
[游戏类]著名游戏异教徒原码[visualc]  379Kb ★★★ 83 2004-11-12 
[游戏类]一个游戏编程库的源程序[visualc]  62Kb ★★★ 77 2004-11-12 
[游戏类]一个for_DOS的五子棋游戏含C++源[visualc]  64Kb ★★★ 88 2004-11-12 
[游戏类]视角射击游戏的源代码[visualc]  456Kb ★★★ 91 2004-11-12 
[游戏类]简单的推箱子游戏[visualc]  178Kb ★★★ 92 2004-11-12 
19






















 

 
 
























http://www.vvsoft.com/vvbksd/index.asp?page=2&typename=C_C&keyword=            专业级C语言[c_c]------没下

 



